tweet,sentiment
benim aldığım paketin aynısını yeni gelen insana veriyorsunuz sonra müşteri memnuniyeti hikaye okuyorsunuz,olumsuz
sistemsel bir problem olduğu söylendisizin bir şirket problemi çözemez amerikanın önündeyiz dimi,olumsuz
yaklaşık haftadır lüleburgaz bölgesindeki bütün saat arası çekmiyormüşteri hizmetlerini aradığımda,olumsuz
tam uykuya dalmışken gecenin vaktinde bana msj atıp uyandırdığınız teşekkür ederim,olumsuz
ilk fırsatta ayrılmazsam namerdim,olumsuz
aylık kadar fatura ödüyorum internette sayfayı dakikada açıyorum nefret ediyorum senden,olumsuz
allah digiturk ttnet birinin eline düşürmesin bela kombo,olumsuz
son haftaların büyük faili push notificationu galiba,olumsuz
olum yavas değil soyguncu,olumsuz
kazıklama gücü çekim gücünden yüksek,olumsuz
kadar iğrenç bir operatör görmedim saattir vınndan internete bağlanmıyor bir sizi tercih edersem iki olsun,olumsuz
reklamı adama cinnet gecirtmeye niyetlisin,olumsuz
suan hergun full ceken evimde telefonum cekmiyo yil oldu malesef çağ teknoloji çağı hani sizin cekim gucu,olumsuz
samsung sinirlerimi zorluyor apple denemeye karar verdim,olumsuz
türkceli bırakmamın büyük sebebi fatura gelmicek hiçbir zaman dedikleri gelmez,olumsuz
allah sizin belanızı versin inşallah batarsınız,olumsuz
saatte hat kapatılır abv,olumsuz
hatlarımız arama yapmıyor kurumsal ekranlara giremiyoruz,olumsuz
pahalısın bey,olumsuz
çekmeyen yerde nasil çekecek yalan reklam yapmayın,olumsuz
veremediniz gelse olur tarifeler pahalı arkadaşım diğer operatörlere geçiş yaptı ben meyilliyim,olumsuz
yaptınızda birde den bahsediyorsunuz kendinizle gurur duyun ancak reklam yaparsınız,olumsuz
kanser,olumsuz
aga sen falan geçme dön bence yaptığın şov,olumsuz
bırakın çeksin önce başkent internet çekmiyor artık koskoca türkcel olacaksınız bide,olumsuz
para kazanmak uğruna çocukları zehirlemek harikasın gnctrkcll,olumsuz
yaptılar gerekli incelemeyi ıstanbulun göbeğinde sorun var sizin yeriniz varsa kiralayalım aptalca bir cevap verdiler,olumsuz
müşteri hizmetlerine bağlanana kadar türkiye abye girecek korktum,olumsuz
sıkıntı var itibariyle,olumsuz
sabah itibariyle senden kurtuluyorum kendine kazıklayacak başka insanlar bul,olumsuz
yine benim sabrımın sınırını zorluyor,olumsuz
internetin cok yavas,olumsuz
son reklam filmi yapmacık itici,olumsuz
kullanıyorum mutluyum kazığı afiyet olsun size aveakullanmıyoruz,olumsuz
canı sıkılınca bana satıyor seferinde bıktım,olumsuz
tcellplatinum yine mobil uygulamaniz patladi tebrik ederim sizi kadar pahali olup kadar beceriksiz olabiliyorsunuz,olumsuz
artık siniri bozmaya basladı turkcel müzik hata verebilir,olumsuz
saat oldu hala servis yok ileri teknoloji,olumsuz
beklemezdim ben türkiyenin iyi operatörüyüm elekrik kesintisinde bütün şebeken çöksün vay,olumsuz
zaten çanakkalenin göbeğinde evde telefon zar zor çekiyodu şimdi çekmiyo teşekkürler,olumsuz
kusura bakmayin elektrik gitti sebeke güm oldu diger oparatorlerde bole sikinti yokdu,olumsuz
sen gecme sag salim çekte başka bişey istemez,olumsuz
siteniz çalışmıyor umarım farkındasınızdır,olumsuz
beş yıldır benden aldığı ler holding kurdu merakediyorum,olumsuz
globalbilgi sizin kadar kötü bir öperator yok milleti kandırmaktan başka bir yapmıyosunuz,olumsuz
reklamlarınız ciddi bir sekilde itici bulan bir tek ben miyim bensem sorhn bende değilsem sorun,olumsuz
bugün iett hakkında şikayette bulundumumarım söylediklerim dikkate alınırbugün agrasif birgün yaşadım,olumsuz
gecenin saatinde aranırmı insan,olumsuz
ara kanserin yan anlamı,olumsuz
hizmeti berbat reklamları double berbat sırf reklamları yüzünden numaramı başka operatöre taşıyasım var,olumsuz
evet arkadaşlar şuan çökmüş durumda,olumsuz
genel müdür yardımcısı görevinden ayrıldı,olumsuz
istifa daha ayrılanların sayısı çıktı,olumsuz
bile olmuş kağıtçı sen nediyon abiii,olumsuz
müşteri hizmetleri telefona çıkma zahmetinde bulunmuyor noluyo,olumsuz
cökmüs durumda sistemler devre disi,olumsuz
sende adam degilmişsin şehir merkezinde internetin sürekli kopması nedir lan vicdansız,olumsuz
birdaha asla,olumsuz
size yıldır dünyaları ödedim platinium üyenize kazık atmak uğraşıyorsunuz yazıklar olsun tcellplatinum,olumsuz
yıllık müşterinizi kaybediyorsunuz tcellplatinum,olumsuz
anlaşamıyoruz,olumsuz
tam periscope fenomeni olacam çekmiyor,olumsuz
ben cevrem dekiler sizin haksiz faturalarinizdan kadar cok cekti samimiyetinize kampanyalariniza inanmiyoruz,olumsuz
rezil bir müşteri hizmeti yok dir bekliyorum anca ücret kesmesini biliyorsunuz,olumsuz
kazıkçı halkçı vodafonea geçmek istiyorum üşeniyorum EMONEG vodafonetr,olumsuz
beni mağdur ediyor kaan bey kaanterzioglu,olumsuz
superonlinetr almayın cidden sakın almayın boyle bir hizmetsizlik başka yerde yok ciddiyim pisman olursunuz,olumsuz
cekmezsinnn,olumsuz
ukrayna krizi bilançosuna yaramadı…,olumsuz
abone kârı azaldı siyaset cafe sharethis aracılığıyla,olumsuz
kârı resmen eridi,olumsuz
yönetim devlete geçince işler değişti büyük kayıp,olumsuz
net kârı yüzde düştü,olumsuz
demek kötüsün,olumsuz
oldum olası memnun olamadım aylarca üstünde fatura ödedim cihaz kampanyasından kredi pua,olumsuz
ehadi bizede hizli internet ver yavas interneti dan geldim pek bir farki yok acikcasi kadarda,olumsuz
kotu reklam deyince ferhat gocerli reklamini tek gecerimkabus gibiydi resmen,olumsuz
seni hat aldıgım güne lanet olsun gerçekten,olumsuz
aveanin gözünü sevim vodafon muş mış beş para etmez eski hattimi kullanmaya devam,olumsuz
fenerbahçe den kınama,olumsuz
yıllık beraberliğimiz sonuna geldik fiberini boykot superonlinetr iptal ettiriyorum hattımı,olumsuz
bugünden sonra düşünsün,olumsuz
reklamlar hızlı internet bizde bağırıp insanları kandırmayın tarayıcı anasayfa bile açılmıyor,olumsuz
tüketici hakları ihlalinde marka kurumlar samsungturkiye samsung,olumsuz
asla türkcell kullanmam sözleşmenin bitmesine kaldı istediğiniz kadar şişirin faturayı haram olsun fazladan aldıklarınız,olumsuz
fiyat politikası bir soygun,olumsuz
gnctrkcll uğraşmak zor geliyor saatir tane adamınızla konuştum hizmet alamayacaksak para ödüyoruz,olumsuz
mesajım gitmemis yok,olumsuz
yatakta sağa dönünce hat çekmiyor şeytan işi işte boşuna demeyor yaşlılar cin işi diye değil gece sövüyorum,olumsuz
çekmeyen yaptınız,olumsuz
kullanmayın soyguna ortak olmayın güya teknoloji şirketi size int kotanız kala haber veremezmiş faturadan geçirecek,olumsuz
lütfen dün geçtim pişman etmeyin çekmiyor internet nede arama,olumsuz
geber lanet olası canın cehenneme,olumsuz
kadar sikayet ettim acibademin gobeginde cekmiyorpess bundan sonra,olumsuz
göstermiş olduğunuz ilgiden dolayı diğer oprt den birine taşımak başvurmuş bulunuyorum,olumsuz
türkiyenin iyi kaliteli gsm şirketini kadar rezil bir hale getirebildiniz,olumsuz
mahallenin yüzünden interneti yok,olumsuz
bizde kaç yıllık hattımızı vodafona taşıdık ama neyse seneye inş,olumsuz
öğrenci halinle kullanıyosan beter dayı,olumsuz
burdan sesleniyorum yolladığınız faturayı halkı görünce beni toki den taksitli almış zannedecek zalımlar,olumsuz
wifi swarmafacebookatwittera bağlanabiliyorkenmobil veri bağlanamıyorsam bunlar oyunu,olumsuz
bir oparetör dürüst değil faturama internet paketimi aşmışım kitledi sözde otamatik duracakdı sahtekarlar,olumsuz
olarak başka internet paketim varken ikisinin arasında geçişte liralarımı yedin hain,olumsuz
hat kazığı eşittir,olumsuz
şimdi sen saat sonra kaldığını söylüyorsun,olumsuz
ışık hızında fiber interneti gün boyu dakika arayla kestiler ışık hızındaymış müşteri memnuniyeti sıfır haberiniz olsun,olumsuz
ulan kadar para ödüyorum internet karşılığında internet bişey yok bide üstüne müşteri temsilcisi bana bağırmaya kalkıyo,olumsuz
allah belanızı versin,olumsuz
abonelerine skandal mesaj,olumsuz
kesinlikle sapık dakika bağlantı ayarı yaptık olduysaher verdiğim kusur fatura haram olsun,olumsuz
beni gercekten cildirtiyosun,olumsuz
yapti arada gidip geliyor baglantilarim sabah yine olmayacak muhtemelen ondan ciddi stok yapiyorum,olumsuz
cari açığı patlattı,olumsuz
evet yarından itibaren yıllık hattımıaveaya taşıyorum bana zamana kadar göstermiş olduğun ilgiden dolayı güle güle,olumsuz
kadar sarı kutu puanımı silmişsiniz küfreder puan bırakmışsınız,olumsuz
tcellplatinum kullanicisiyim platinium pişmanım kimseye tavsiye etmem bizi mahkum ettiler birde ist telefon cekmiyor,olumsuz
akıllım güvende kampanyasıyla sınıfta kaldı haftada telefonu aldılar gündür işlem yapacaklarını bildiremediler,olumsuz
mesajı bana yollamadı bir miktar bozuldum açıkçası,olumsuz
tarifesi yapmıyorsun kadar cimri olma,olumsuz
tamam sınırsız internetim olabilir bana sahur paketi vermiyonuz,olumsuz
bas bas prensesimi kurtarıyoz lan bunca yıllık sabrımın sonuna geldik sayın,olumsuz
yaaben şikayet ediyorum tek çekiyor düzelticeğinize iyice şebekeyi götürüyorsunuz,olumsuz
tanıdığı varsa söylesin benim telefonu çektriversin hergün diş sinyal kaybedyorm ble arayamycam yakında çekmiyooo,olumsuz
çekmiyor arkadaşlar inanmayın,olumsuz
ipone cihazımın ekranı kırıldı türkcell den sigortalattım zaman ilgileneceksiniz yüz aradım,olumsuz
ulan ocağıma incir ağcı diktin,olumsuz
reklam yapmaya gelince yerde süpersiniz icraatta piyasadan silinmişsiniz haberiniz yok çekmiyor kardeşim çekmiyooor,olumsuz
çekemiyor sürekli olduğu,olumsuz
aklı olan kullanmasın paranız cebimizde kalır,olumsuz
ben gectim çekmemeye basladin canisi,olumsuz
sene ramazan ayi icin hic kampanya yapmadi yaaa,olumsuz
müşteri temsilcisiyle görüşme yapmak ücret talep ediyorsunuz sizin sorununuz iletişim probleminiz var,olumsuz
ıyi geceler bir sorunum bana ulaşabilir misiniz,olumsuz
milletle dalga geçiyorlar resmen ahahahah,olumsuz
aykuterdogdu bizim icin bitmistir,olumsuz
sana deli fatura ödüyorum dandiklikten ölüceksin bigün pişmanlığımsın,olumsuz
benle dalga geçiyor,olumsuz
fiyatınız pahalıydı vodafonetr geçtim kafamda rahat cuzdanimda,olumsuz
ayıp senin yaptığın haberin olsun,olumsuz
sahur icin bedava internet paketi verdiniz baglaniyoz sanirim boyle interneti hic vermeyin iyi,olumsuz
hani yerde çekiyodu sinir krizleri geçircem şimdi,olumsuz
baybalon bırak rahatla den vazgeçtim yurtiçi yurtdışı internet varsa ucuzladı,olumsuz
kadar kazık görmedimm,olumsuz
fatura hafta gecikince hat kapatan demeligelin topuklarima sıkın bari,olumsuz
çıkarları örtüşmediği kafasına estiğinde soundcloud engelleyen kınıyorum bizımla diyılsın,olumsuz
hizmet yılı rize cayeli büyükköy çekim gücünüz yerlerde sürünuyor başka gsm geçelim,olumsuz
peki geciktirmeden zamanında ödeyenleri salak yerine koymuş olmuyormusunuz bizede ödül vardır dimi,olumsuz
vodafonetr aveadestek verdiğiniz hizmet içler acısı berbat burası doğunun ücra köşesi,olumsuz
geç kaldın hemen kapat zaten hattı,olumsuz
bana cevap bile vermedi,olumsuz
kadar küfür etsem,olumsuz
aradım çalışmıyor diye dakikadır hatta bekliyorum hadi bakalım,olumsuz
operasyon sırasında şebekelerinde arızaların meydana gelmesi kaygı verici,olumsuz
ayrildik,olumsuz
şuan dört çeker övdüğünüz full çeken yerde facebook sayfasını bile yenileyemiyo helal sana iyiki varsın,olumsuz
yıllarca türkcelli kullandım kazıık yedim durmadan haksızca kontörinternetimi emip durdular artık yeter rezillkler,olumsuz
iki aydır evden telefon çekmiyor dağ başlarında geçen reklam çekeceğinize istanbulun göbeğine verici koyun,olumsuz
internet kadar yavaş tweet atası gelmiyor insanınşu tweeti bile dakikada attıran ttnetin abv,olumsuz
elini vicdanına koy EMOPOS,olumsuz
oldu ortalikta gozukmuyor kendisi,olumsuz
şansızımçünkü odam yurt genelinde çekmediği lik yer içerisinde,olumsuz
kadar yavas interneti hakedecek yaptim,olumsuz
problemin cozulmedigini soyledigim halde tekrar cevap vermiyorsunuz kac gun oldu hizmet supermis tesekurler,olumsuz
yıl reklamı bırak alt yapına bak ülke genelinde ınternet sorunu demek açıklama yapmaktan bile acizsiniz,olumsuz
soyguncudigiturk demek yetmez soyguncu smart ttnet halkı sömürüyor,olumsuz
yarın ödeyecektim faturayı kullanima kapattinizki,olumsuz
beni zivanadan cikartiyorsun nefret ediyorum senden fatura kafana göre surekli karsiligi bilmem yapiyorsunbiktim,olumsuz
kere lanet olsun size dakikadir musteri hizmetlerine baglanmayi bekliyorum gecenin unda rezilliktir,olumsuz
internetsiz telefon zaten normalde internetinizde yavas simdi paket yapilmiyo neymis sistem sorun varmis abv,olumsuz
fatura kesmiyor banka soyuyor ayni kampanya aveada lira yok böyle bişi,olumsuz
sizde hizmet falan yok,olumsuz
gecen tamam hadi falan gecistirdim yildir gelecek aya degistiriyorum,olumsuz
ıkidir lirami sebepsiz yere aldin ben hattimi degistirmezsem resmen rezilsiniz,olumsuz
telefon faturam yine hayli can yakıcı teşekkürler,olumsuz
sen kendinde misin yine gitti arkadaş hat çekmiyor artık bir çare azından bir açıklama artık,olumsuz
dünyanın sorumsuz umursamaz gsm operatörü tanışın,olumsuz
bana anca yüklemesseniz hattınız kapanır mesaj atar bide yükledikten sonra ilgilenir,olumsuz
işte internetim bitti yine abv,olumsuz
cilginkoulu ulasamadigi kısmın kısmı bizim köy kısmı senin yatak zaman,olumsuz
allah belanı versin bir bedava interneti gördün çektim gece gece,olumsuz
hatlarda erişim sorunu yaşandı genel,olumsuz
müşteri hizmetlerine bağlanamıyoruz çekmiyor tcellplatinum,olumsuz
dan nefret ediyorum net,olumsuz
posteklektisist vodafonea geçsene yurtdışı tarifeleri iyi ben bıraktım rahat ettim,olumsuz
liralık platinum elit paketine sadece sms koymak nedir paraya yazık resmen tcellplatinum,olumsuz
hizmette rezillikte yarisirsiniz turktelekom,olumsuz
kartalda veri hizi kadar dusuk,olumsuz
itibari sağladığınız internet beş para etmez,olumsuz
artık internet hediye vermiyor paket alınca beni üzüyor tabi,olumsuz
bilmiyorumlan suan ben aksamdan yukledigim den kullaniyorum gerildim biraz cunku oyleyse camını çerçevesini,olumsuz
sınırsız olarak kullandığım interneti bugün sonunda kpbs çekti böylece bnm kalmam sebep kalmadı,olumsuz
pişmanlıktır,olumsuz
internet paketim yenilendiğine göre gün içinde yine bitirebilirim abv kadar internet yiyor,olumsuz
koltuk tepesinden beri çekmiyen hattını saygı sevgilerimle anıyorum başarılarının devamını diliyorum,olumsuz
bodrum akyarlarda bağlantısı yavaş kaldı çekim gücü,olumsuz
kaanterzioglu avantaji gbt internetimin hesabini verin halki soyuyorsunuz,olumsuz
turk halkini dolandirin sonra milliyetci gecinin hirsizturkcell,olumsuz
kusurabakmaama benden yürüttüğün paralarla geçtin,olumsuz
bide olcan odamda tek çizgi çekiyon ayıp,olumsuz
dünyanın büyük yalanı yerde çekiyor,olumsuz
nalet iliğimi kemiğimi kuruttun zıkkım olsun lira,olumsuz
internet bile deli yavaş var bir bunda hadi hayırlısı,olumsuz
twitter kapatılır interneti yavaşlatır güzel ülke yaşasın demokrasi,olumsuz
diyorsunuzda kendisi ömrümü yedi uygun tarife yok EMONEG,olumsuz
başka operatora gidersem utanmazmısınız ben kendime yakıştıramıyorum sizi bilemem,olumsuz
yıllık abonenizi dolambaçlı yollara sokmadan onu üzmemeye dersiniz,olumsuz
yaa dakika bekledim açan yok oldu müşteri hizmetleri uyuyor,olumsuz
ben sizin turbo internetinize tüküreyim istanbulun göbegibde çekmez lan bişey,olumsuz
saat sonra den geçiş işlemim tamamlanıyor bir kere dahi sorun nedir arayıp sormayan işim olmaz,olumsuz
yurtdışında arada bir zorunda kalıp internetimi açtığım fatura sokan teşekkür edip yarın ilk işim hattımı taşıyorum,olumsuz
cmylmz demekki yerde full çekmiyormuş demek cem abide işsiz olabiliyormuş seviyoruz seni cem abi,olumsuz
lanetler ettiğim dakikalardayız,olumsuz
allah senin belani versin degil bile çekmiyorsun,olumsuz
selfieboylunuz yüzden geçtim canavar çekiyor sırf interneti yüzünden gereksiz pahalılar hizmet vermiyorlar,olumsuz
gündür hat geçisini yapamadı neymiş günüymüş ben iptal ettim geçişi kadar olamadınız günde geçiş yapıyorlar,olumsuz
ayrıca bionuz yanlış birlikteyken gün iyiye giden sizsiniz bize iyi giden sadece faturalar adam mıdır iyi günler,olumsuz
bütün gsm operatörlerini yok etmek lazım başta,olumsuz
heryerde çekmiyo arkadaş kandırıyolar,olumsuz
hani yerden çekiyordu resmen yalansamsundayız çekmiyor,olumsuz
dert sahibi oldum sizin yuzunuzden yeter marmara ereglisinde baska operator cekiyorsiz ancak konusun,olumsuz
yıl abonesi olduğum hattımı yakın sürede kapatacağım kandırıldım tcellplatinum,olumsuz
internet canavari internet dayanmiyor fazlami cekiyosunuz biyerlerin acigini internettenmi kapatiyosunuz,olumsuz
dengesiz soyguncu masaallah hiçbir fırsatı kaçırmıyor yüklemeyegör hemen sömürüyor,olumsuz
komik caillou niloyaya terör bahanesiyle sansür via zamancomtr,olumsuz
